Provincia,Descripcion.de.Linea.del.Negocio,Nombre.de.la.Organizacion,Departamento,valor_inicial,valor_final,Activo,F.Registral,cod_pdn,Distrito,timestamp,length
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,"4,000",0,FORRAJES,11145568,1055,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MULTIPLES QHAPAC QOWE - CHALLABAMBA,CUSCO,540,0,CUYES PARA VENTA,11145568,1055,CHALLABAMBA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE ARTESANOS SAN JOSE DE PAUCARCOLLA,PUNO,"2,000","2,000",LOCAL COMUNAL,11108130,106,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE ARTESANOS SAN JOSE DE PAUCARCOLLA,PUNO,204,204,"PALITOS DE TEJER, TIJERAS, AGUJAS, CINTA METRICA, CROCHET, CIRCULAR",11108130,106,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE ARTESANOS SAN JOSE DE PAUCARCOLLA,PUNO,"1,500","1,500",LANA DE OVINO,11108130,106,PAUCARCOLLA,,
LA UNION,LACTEOS,ASOCIACION PRODUCTORES LECHEROS  LA UNION,AREQUIPA,"","","",12022250,1063,TAURIA,,
CONDESUYOS,CUYES,ASOCIACION AGROPECUARIA MULTIPLE DE YANQUE-CHICHAS,AREQUIPA,"","","",12022144,1066,CHICHAS,,
CASTILLA,CUYES,ASOCIACION PRODUCTORES MULTIPLES SAN FRANCISCO DE ASIS DE UÑON-TIPAN,AREQUIPA,"","","",12022257,1071,UÑON,,
CONDESUYOS,CUYES,ASOCIACION PRODUCTORES  LOS GIGANTES DE AYANCA,AREQUIPA,"","","",12022255,1079,ANDARAY,,
CONDESUYOS,CUYES,ASOCIACION  LOS CUYES  MÃGICOS DE ANDARAY,AREQUIPA,"","","",12022264,1083,ANDARAY,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS ENGORDADORES DE GANADO VACUNO TTICARI TORO,CUSCO,0,"20,000",GANADO VACUNO,11121852,11,LUCRE,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS ENGORDADORES DE GANADO VACUNO TTICARI TORO,CUSCO,0,"10,000",ALIMENTO Y KIT VETERINARIO,11121852,11,LUCRE,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS ENGORDADORES DE GANADO VACUNO TTICARI TORO,CUSCO,0,"4,800",CONSTRUCCION DE COBERTIZOS,11121852,11,LUCRE,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS ENGORDADORES DE GANADO VACUNO TTICARI TORO,CUSCO,0,"2,800","COMEDEROS, BEBEDEROS",11121852,11,LUCRE,,
AREQUIPA,CUYES,ASOCIACION SAN ISIDRO DE PIACA - POCSI,AREQUIPA,"1,800","2,250",CUYES,11227539,117,POCSI,,
QUISPICANCHI,CUYES,ASOCIACION DE CRIADORES DE CUYES SUMAC TTIKA DE LA COMUNIDAD CAMPESINA DE PUCARA CCOLCAQUI,CUSCO,"3,840","16,000",CUYES,11121845,12,LUCRE,,
QUISPICANCHI,CUYES,ASOCIACION DE CRIADORES DE CUYES SUMAC TTIKA DE LA COMUNIDAD CAMPESINA DE PUCARA CCOLCAQUI,CUSCO,0,"32,000",GALPONES  DE CUYES,11121845,12,LUCRE,,
AREQUIPA,CUYES,ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DE CHARACATO VIRGEN DE LA CANDELARIA - APACHAVICA,AREQUIPA,"1,000","1,300",GALPONES,11157589,120,CHARACATO,,
AREQUIPA,CUYES,ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DE CHARACATO VIRGEN DE LA CANDELARIA - APACHAVICA,AREQUIPA,"5,600","8,000",CUY,11157589,120,CHARACATO,,
AREQUIPA,CUYES,ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DE CHARACATO VIRGEN DE LA CANDELARIA - APACHAVICA,AREQUIPA,"7,200","3,600",ALFALFA,11157589,120,CHARACATO,,
AREQUIPA,CUYES,ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS DE CHARACATO VIRGEN DE LA CANDELARIA - APACHAVICA,AREQUIPA,"3,600","1,800",CONCENTRADO,11157589,120,CHARACATO,,
GRAL. SANCHEZ CERRO,CUYES,ASOCIACION DE PEQUEÑOS AGRICULTORES Y PRODUCTORES DEL VALLE DE HUATAGUA,MOQUEGUA,"1,000","1,200",GALPONES,05014899,124,MATALAQUE,,
GRAL. SANCHEZ CERRO,CUYES,ASOCIACION DE PEQUEÑOS AGRICULTORES Y PRODUCTORES DEL VALLE DE HUATAGUA,MOQUEGUA,150,300,BEBEDEROS,05014899,124,MATALAQUE,,
GRAL. SANCHEZ CERRO,CUYES,ASOCIACION DE PEQUEÑOS AGRICULTORES Y PRODUCTORES DEL VALLE DE HUATAGUA,MOQUEGUA,"2,000","2,400",CUY,05014899,124,MATALAQUE,,
GRAL. SANCHEZ CERRO,ENGORDE DE VACUNOS,COMUNIDAD CAMPESINA DE HUARINA,MOQUEGUA,"1,750","2,000",BEBEDEROS,05003777,129,MATALAQUE,,
GRAL. SANCHEZ CERRO,ENGORDE DE VACUNOS,COMUNIDAD CAMPESINA DE HUARINA,MOQUEGUA,"87,500","87,500",VACUNO,05003777,129,MATALAQUE,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,0,"4,000",POZAS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,0,"4,000",PASTOS ASOCIADOS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"10,000","12,000",CUYES HEMBRAS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,0,800,BOTIQUIN,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"1,360","2,000",CUYES,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"6,000","6,500",CUYES MACHOS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"2,500","3,000",GAZAPOS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,0,300,COMEDEROS DE ARCILLA,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,400,520,PALAS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,600,600,PICOS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,300,300,RASTRILLOS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,300,300,CEGADERAS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,90,90,JERINGAS HIPODERMICAS DE PLASTICO,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"6,000","6,000",DE AVENA,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"6,000","6,000",DE ALFALFA,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"6,000","6,000",DE RYE GRASS,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"80,000","80,000",GALPONES,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"4,000","4,000",AVENA,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"6,000","6,000",ALFALFA,11101910,13,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE CRIADORES DE CUYES WASI QÂ´OE-ACU WASI QÂ´OE,CUSCO,"4,000","4,000",RYE GRASS,11101910,13,HUANCARANI,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS LAS LUCES DE CANCHARANI PAMPA,PUNO,204,204,"PALITOS DE TEJER.TIJERA ,AGUJAS,CINTA METRICA, CROCHET, CIRCULAR.",11107567,137,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS LAS LUCES DE CANCHARANI PAMPA,PUNO,153,153,LANA DE OVINO,11107567,137,PAUCARCOLLA,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,"5,000","32,640",CUYES,11219164,138,CABANACONDE,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,0,"20,000",CUYES PARA VENTA,11219164,138,CABANACONDE,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,150,"3,000",POZAS,11219164,138,CABANACONDE,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,"2,500","3,500",FORRAJES,11219164,138,CABANACONDE,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,"3,648","4,840",ACCESORIOS O HERRAMIENTAS AGRICOLAS,11219164,138,CABANACONDE,,
CAYLLOMA,CUYES,ASOCIACION DE CRIADORES DE CUYES MUJERES LIDERES DE PINCHOLLO (ASCCUYMULP),AREQUIPA,"24,000","24,000",ALFALFARES,11219164,138,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"330,000","450,000",TOROS,11218920,146,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"240,000","300,000",TERRENO DE ALFALFARES,11218920,146,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"45,000","50,000",VACAS,11218920,146,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"10,000","15,000",PICADORA DE FORRAJE,11218920,146,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"7,500","10,000",FORRAJES,11218920,146,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION  AGROGANADEROS DE CABANACONDE,AREQUIPA,"6,150","7,650",ACCESORIOS O HERRAMIENTAS AGRICOLAS,11218920,146,CABANACONDE,,
QUISPICANCHI,ARTESANIA TEXTIL,ASOCIACION DE ARTESANIA LAS ÑUSTTAS DE TIPON DE LA COMUNIDAD DE CHOQUEPATA,CUSCO,"","","",11069470,15,OROPESA,,
ABANCAY,CUYES,COMUNIDAD CAMPESINA  DE PISCAYA,APURIMAC,"40,005","2,000",TERRENO PARA PRODUCCION DE FORRAJE,02031273,151,PICHIRHUA,,
ABANCAY,CUYES,COMUNIDAD CAMPESINA  DE PISCAYA,APURIMAC,50,40,SEMILLAS DE HORTALIZAS,02031273,151,PICHIRHUA,,
ABANCAY,CUYES,COMUNIDAD CAMPESINA  DE PISCAYA,APURIMAC,"2,020","2,500",CUYES,02031273,151,PICHIRHUA,,
ABANCAY,CUYES,COMUNIDAD CAMPESINA  DE PISCAYA,APURIMAC,"40,000","10,000",GALPON DE CUYES,02031273,151,PICHIRHUA,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"4,000",0,COBERTIZO PARA GANADO VACUNO,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,200,200,COCINA A GAS,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,8,0,CUCHARONES DE MADERA,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,720,0,PICOS,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,660,175,PALAS,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"1,105",0,CARRETILLA,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,240,0,PISTOLA DOSIFICADORA,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,160,240,MOCHETA,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,80,350,BOTIQUIN VETERINARIO,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,80,220,OLLA NO. 072,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,180,0,TERMOMETRO - LACTODENSIMETRO,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"320,000",0,PASTOS NATURALES,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"36,000",0,PASTOS CULTIVADOS,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"6,000",0,LOCAL,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"19,500",0,VACAS EN PRODUCCION DE LECHE,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"6,000","63,150",TORETES PARA ENGORDE,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,"2,600","16,800",FORRAJES,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS AMANECER ANDINO SUR PAYLLA - UMACHIRI,PUNO,0,800,MOLDERAS,11105366,152,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"2,600","15,000",FORRAJE,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,0,0,BEBEDEROS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,200,400,COCINA A GAS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,384,384,PICOS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,330,330,PALAS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,595,595,CARRETILLAS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,80,80,OLLAS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,90,90,TERMOMETRO,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,90,90,LACTODENSIMETRO,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,8,8,CUCHARON,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"360,000","360,000",PASTOS NATURALES,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"30,000","30,000",PASTOS CULTIVADOS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"8,000","8,000",COBERTIZO,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"26,350","26,350",VACAS,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES CRIANZA DE GANADO LECHERO AGRICULTURA DERIVADOS DE LACTEOS LAS PERLAS UMACHIRI,PUNO,"9,000","9,000",TORETES,11105456,153,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"18,000","18,000",PASTOS CULTIVADOS,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,0,0,BEBEDEROS,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"3,500","3,500",MOTOCAR,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"4,000","4,000",MOTOCICLETAS,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"240,000","240,000",PASTOS NATURALES,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"8,000","8,000",COBERTIZO,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"26,100","26,100",VACAS,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"8,400","28,870",TORETES,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,"3,600","8,200",FORRAJES,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,160,160,OLLAS,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,90,90,TERMOMETRO,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,90,90,LACTODENSIMETRO,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,8,8,CUCHARONES,11105510,154,UMACHIRI,,
MELGAR,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VILLA DEL SOL SORA,PUNO,200,200,COCINA A GAS,11105510,154,UMACHIRI,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"75,000","10,000",VACAS REPRODUCTORAS,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"52,000","2,000",COBERTIZOS,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"12,500",0,PASTOS,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"4,000","1,000",PICADORA DE FORRAJE SECO,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"4,500",500,TERRENOS PARA COBERTIZO,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,"3,000",100,TERRENOS PARA LOCAL,11018416,158,SAN PEDRO DE CACHORA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS FLOR DE RETAMA - ASIL,APURIMAC,900,200,BIDONES DE ALUMINIO,11018416,158,SAN PEDRO DE CACHORA,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"300,000","350,000",ALFALFARES,11221135,159,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"600,000","750,000",TOROS,11221135,159,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"6,000","8,000",FORRAJES,11221135,159,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"225,000","270,000",COBERTIZOS,11221135,159,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"32,000","40,000",CORRALES,11221135,159,CABANACONDE,,
CAYLLOMA,ENGORDE DE VACUNOS,ASOCIACION GANADERA LOS APUS DE PINCHOLLO,AREQUIPA,"10,700","12,700",ACCESORIOS O HERRAMIENTAS AGRICOLAS,11221135,159,CABANACONDE,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN ISIDRO LABRADOR DE LA COMUNIDAD DE CHOQUEPATA,CUSCO,"15,000","5,000",MEJORAMIENTO DE COBERTIZOS,11069437,16,OROPESA,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN ISIDRO LABRADOR DE LA COMUNIDAD DE CHOQUEPATA,CUSCO,"16,000","50,000",ENGORDE DE TOROS,11069437,16,OROPESA,,
QUISPICANCHI,ENGORDE DE VACUNOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN ISIDRO LABRADOR DE LA COMUNIDAD DE CHOQUEPATA,CUSCO,"4,500","8,500",CHALA PICADA,11069437,16,OROPESA,,
MELGAR,ARTESANIA TEXTIL,ASOCIACION DE ARTESANOS UMACHIRI,PUNO,320,650,CONOS DE ALPACA,11105617,161,UMACHIRI,,
