Provincia,Descripcion.de.Linea.del.Negocio,Nombre.de.la.Organizacion,Departamento,valor_inicial,valor_final,Activo,F.Registral,cod_pdn,Distrito,timestamp,length
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,"4,800","4,800",TELAR,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,"64,800","64,800",PATIO PARA TEJER,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,210,210,LANA DE OVEJA,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,675,"1,000",CHALE,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,540,800,CHALINA,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,300,"1,000",PAZADISO,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,160,0,FAJAS,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,"2,250","2,250",KARPAS TALLER,11142852,1028,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS APICULTORES ARTESANALES SUMAC TIKARI CCANTOS SAYLLAPATA,CUSCO,"7,500","7,500",ALMACEN RUSTICO,11142852,1028,HUANCARANI,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,"3,000","3,000",LOCAL COMUNAL,11107562,103,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,144,144,"PALITOS.TIJERAS AGUJAS, CINTA METRICA, CROCHET, CIRCULAR.",11107562,103,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,600,600,LANA DE OVINO,11107562,103,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,"3,000","3,000",LOCAL COMUNAL,11107562,103,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,144,144,"PALITOS DE TEJER, TIJERAS, AGUJAS, CINTA METRICA, COCHET, CIRCULAR,",11107562,103,PAUCARCOLLA,,
PUNO,ARTESANIA TEXTIL,ASOCIACION DE MUJERES ARTESANAS SANTA TERESA DE LA COMUNIDAD CHINGARANI,PUNO,600,600,LANA DE OVINO,11107562,103,PAUCARCOLLA,,
CUSCO,ARTESANIA TEXTIL,ASOCIACION DE CRIADORES DE ALPACA UNO PACCAREC DE LA COMUNIDAD DE TOTORA,CUSCO,680,"1,500",CONOS SENTETICA,11123947,1033,CCORCA,,
CUSCO,ARTESANIA TEXTIL,ASOCIACION DE CRIADORES DE ALPACA UNO PACCAREC DE LA COMUNIDAD DE TOTORA,CUSCO,0,"1,440",CAÑAMO PARA ILLAHUA,11123947,1033,CCORCA,,
CUSCO,ARTESANIA TEXTIL,ASOCIACION DE CRIADORES DE ALPACA UNO PACCAREC DE LA COMUNIDAD DE TOTORA,CUSCO,0,"1,800",CONOS BEYBE  ALPACA,11123947,1033,CCORCA,,
CUSCO,ARTESANIA TEXTIL,ASOCIACION DE CRIADORES DE ALPACA UNO PACCAREC DE LA COMUNIDAD DE TOTORA,CUSCO,"1,500","14,400",TELAR MODELO MEDIA,11123947,1033,CCORCA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,"3,000",0,COBERTIZOS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,200,BALANZA ELECTRONICA,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,160,ETIQUETAS DE YOGURT,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,160,ETIQUETAS DE MANJAR BLANCO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,130,0,BALON DE GAS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,125,0,COCINA INDUSTRIAL,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,100,ENVACES DE YOGURT DE 1 LITRO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,80,0,BANDEROLA,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,75,ENVACES DE YOGURT DE 1/5 LITRO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,60,0,TERMOMETRO EN CANASTILLA,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,51,0,ENVACES DE 8 ONZAS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,48,0,OLLAS DE  NÂº 36,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,46,0,BALDE DE 20 LTOS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,45,LIBROS CONTABLES,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,35,0,MACHETA,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,35,0,JERINGAS DESCARTABLES,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,27,0,MADRES REPRODUCTORAS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,18,CULTIVO LACTICO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,18,0,TANQUE DE ENFRIAMIENTO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,13,MASCARILLAS DESCARTABLES,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,13,BARNIJOS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,0,10,SABORIZANTES PARA YOGURT,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,10,0,VAQUILLONAS Y TORETES,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,8,0,JARRA DURAPLAS,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,5,0,TANQUE DE NITROGENO,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,5,0,PICADORA DE CHALA,11013984,1037,HUANIPACA,,
ABANCAY,LACTEOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS DEL DISTRITO DE HUANIPACA,APURIMAC,3,0,"ALFALFA,MAIZ,CHALA",11013984,1037,HUANIPACA,,
CASTILLA,CUYES,ASOCIACION PRODUCTORES VIRGEN DEL CARMEN DE UÑON,AREQUIPA,"","","",12022252,1038,UÑON,,
CASTILLA,CUYES,ASOCIACION PRODUCTORES SEÑOR DE HUANCA DE UÑON,AREQUIPA,"","","",12022246,1039,UÑON,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"1,800","15,800",TELAR,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,0,"2,100",DISEÑOS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,525,525,HILOS DE ALPACA CHULLPA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,675,675,CHALE,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,360,360,CHALINA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,500,500,PASADISO,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,216,216,FAJAS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"1,080","1,080",LLICLLA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"2,700","2,700",KARPAS TALLER,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"9,000","9,000",ALMACEN RUSTICO,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,720,720,IMPLEMENTOS DE TEJIDO DE CHALE,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,360,360,IMPLEMENTOS DE TEJIDO DE CHALINA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,540,540,IMPLEMENTOS DE TEJIDO DE PAZADISO,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,180,180,IMPLEMENTOS DE TEJIDO DE FAJAS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,540,540,IMPLEMENTOS DE TEJIDO DE LLICLLA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,90,90,RUECA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,120,120,ESTACAS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,540,540,OLLAS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,100,100,SOGAS,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"64,800","64,800",PATIOS PARA TEJER,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,"16,200","16,200",OVINOS - PROVEE LANA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,ARTESANIA TEXTIL,ASOCIACION DE PRODUCTORES AGROPECUARIOS ARTESANALES NUEVO AMANECER SUMAK TTIKA-SAYLLAPATA,CUSCO,180,180,LANA DE OVEJA,11142857,1041,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,0,"1,080",POZAS EN GALPON,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,0,700,CALAMINA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,0,350,BOTIQUIN VETERINARIO,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,0,20,FUMIGADOR MANUAL,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"2,000","2,000",MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,320,320,PALA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,320,320,PICOS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,320,320,RASTRILLOS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,240,240,CEGADERAS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"1,024","1,024",CARRETILLA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"15,000","15,000",ALFALFA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"20,000","20,000",FORRAJES,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"1,280","1,280",CUYES MACHOS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"14,400","14,400",CUYES HEMBRAS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"1,440","1,440",GAZAPOS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"2,250","2,250",AFALFA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"2,000","2,000",FORRAJES,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"1,440","1,440",CUYES PARA VENTA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"3,000","3,000",GALPONES RUSTICOS,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS MÃšLTIPLES WIÑARIY CHACABAMBA,CUSCO,"1,000",0,POZAS EN LA COCINA,11142846,1043,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,0,"23,000",GALPONES RUSTICOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,0,"2,842",COMPRA DE CUYES REPRODUCTORES,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,0,"1,900",CONSTRUCION DE POZAS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,0,"1,170",INSTALACION DE ALFALFA,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,200",0,CARRETILLA,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,800",0,PASTOS ASOCIADOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"5,400",0,FORRAJES,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,800",0,DACTYLES,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,600",0,CUYES MACHOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"5,040",0,CUYES HEMBRAS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,440",0,GAZAPOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,900,0,PASTOS ASOCIADOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,800",0,FORRAJES,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,200",0,DACTYLIS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,900,0,CUYES PARA VENTA,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"52,500",0,PICADORA DE CHALA,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,200",0,ASPERSORES (PARA RIEGO DE PASTOS),11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,500",0,MANGUERA DE 100 METROS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,"1,600",0,MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,300,0,PALAS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,300,0,PICOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,120,0,RASTRILLOS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER DE CRUZ PATA,CUSCO,225,0,CEGADERAS,11145413,1044,HUANCARANI,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,0,"8,000",INSTALACION DE PASTOS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,0,"32,000",GALPONES,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,0,190,BOTIQUIN VETERINARIO,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,600,600,MOCHILAS FUMIGADORAS (CONTROL DE PLAGAS EN PASTOS Y FORRAJES),11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,300,300,PALAS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,300,300,PICOS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,225,225,CEGADERAS,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,600,600,CARRETILLA,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"15,000","15,000",ALFALFA,11145395,1045,CHALLABAMBA,,
PAUCARTAMBO,CUYES,ASOCIACION DE PRODUCTORES AGROPECUARIOS KORI WAYRACHINA DE LALY,CUSCO,"20,000","20,000",FORRAJES,11145395,1045,CHALLABAMBA,,
